dataset,var,config.train,config.vars,T,alg,t_run_s,FAR,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy,ROC,Sens,Spec
dacc,tunuyan.temp_min,normal,all,3,glm,10.649,0.12,0.8986409966,0.7568118141,0.88361302,0.91232893,0.6874292186,3.21E-99,7.3E-06,0.7826086957,0.9514003295,0.8798370672,0.9058823529,0.8798370672,0.7826086957,0.828379674,0.3125707814,0.2446206116,0.2780294451,0.8670045126,0.9624009469,0.8467360454,0.9323922734
dacc,tunuyan.temp_min,normal,all,3,rpart,6.467,0.18,0.8952434881,0.7580259312,0.8800150001,0.9091438418,0.6874292186,1.23E-95,0.3033385021,0.8460144928,0.9176276771,0.823633157,0.9291075897,0.823633157,0.8460144928,0.8346738159,0.3125707814,0.2644394111,0.3210645527,0.8818210849,0.9222824276,0.8628192999,0.9231054978
dacc,tunuyan.temp_min,normal,all,4,C5.0,31.668,0.18,0.8900849858,0.7455642231,0.8745562296,0.9043028771,0.6872521246,1.88E-90,0.5181742243,0.8333333333,0.9159109646,0.8185053381,0.923524522,0.8185053381,0.8333333333,0.8258527828,0.3127478754,0.2606232295,0.3184135977,0.8746221489,0.938213509,0.8514664144,0.9346210996
dacc,tunuyan.temp_min,normal,all,4,glm,16.126,0.14,0.8923512748,0.7427228188,0.8769511424,0.9064326295,0.6872521246,9.74E-93,0.0001205405784,0.7789855072,0.943940643,0.8634538153,0.9037095501,0.8634538153,0.7789855072,0.819047619,0.3127478754,0.2436260623,0.2821529745,0.8614630751,0.9637958083,0.8467360454,0.9375928678
dacc,tunuyan.temp_min,normal,all,4,rpart,8.407,0.19,0.8917847025,0.7515731404,0.8763522289,0.9059003779,0.6872521246,3.66E-92,0.05993194033,0.8514492754,0.9101401484,0.8117443869,0.9308600337,0.8117443869,0.8514492754,0.8311229001,0.3127478754,0.2662889518,0.3280453258,0.8807947119,0.921954535,0.8637653737,0.9249628529
dacc,agua_amarga.temp_min,smote,all,1,C5.0,156.037,0.36,0.9077010193,0.6622376063,0.8932321376,0.9207979196,0.855605889,2.76E-11,5.36E-07,0.8078431373,0.924553276,0.64375,0.9661134163,0.64375,0.8078431373,0.7165217391,0.144394111,0.1166477916,0.181200453,0.8661982066,0.9799279025,0.9838709677,0.9388632873
dacc,agua_amarga.temp_min,normal,all,1,glm,14.639,0.22,0.9241223103,0.6703470603,0.9107709047,0.9360429753,0.855605889,4.84E-19,0.0003973155,0.6549019608,0.969556585,0.7840375587,0.9433354797,0.7840375587,0.6549019608,0.7136752137,0.144394111,0.0945639864,0.1206115515,0.8122292729,0.9752737724,0.7258064516,0.9738863287
dacc,agua_amarga.temp_min,smote,local,2,glm,30.035,0.36,0.9054360136,0.6559769689,0.8908238755,0.9186841817,0.855605889,2.046594976E-10,1.424983318E-07,0.8078431373,0.9219060225,0.6358024691,0.9660194175,0.6358024691,0.8078431373,0.7115716753,0.144394111,0.1166477916,0.1834654587,0.8648745799,0.9715046741,0.9032258065,0.9204056546
dacc,agua_amarga.temp_min,smote,all,3,C5.0,123.196,0.38,0.9009060023,0.643673284,0.8860143883,0.9144496143,0.855605889,8.24E-09,9.19E-09,0.8078431373,0.9166115156,0.6204819277,0.9658298466,0.6204819277,0.8078431373,0.7018739353,0.144394111,0.1166477916,0.18799547,0.8622273264,0.9810912755,0.9879032258,0.9474331386
dacc,agua_amarga.temp_min,smote,local,2,rf,4060.734,0.35,0.9093997735,0.6659928839,0.8950399365,0.9223816078,0.855605889,0,3.095796877E-06,0.8039215686,0.9272005295,0.6507936508,0.9655410062,0.6507936508,0.8039215686,0.7192982456,0.144394111,0.1160815402,0.1783691959,0.865561049,0.9986437288,1,0.9698832207
dacc-temp,agua_amarga.temp_min,smote,local,4,rpart,15.866,0.38,0.9008498584,0.6425988603,0.8859503436,0.9144007959,0.8555240793,8.23E-09,2.22E-08,0.8039215686,0.917218543,0.6212121212,0.9651567944,0.6212121212,0.8039215686,0.7008547009,0.1444759207,0.1161473088,0.1869688385,0.8605700558,0.943840921,0.8951612903,0.9240700891
dacc-temp,agua_amarga.temp_min,smote,local,2,C5.0,25.587,0.4,0.8946772367,0.6250761887,0.8794157882,0.9086125325,0.855605889,6.97E-07,1.16E-09,0.8,0.9106551952,0.6017699115,0.9642606868,0.6017699115,0.8,0.6868686869,0.144394111,0.1155152888,0.1919592299,0.8553275976,0.9739879701,0.9556451613,0.938537185
dacc-temp,agua_amarga.temp_min,smote,all,2,C5.0,61.252,0.4,0.8929784824,0.6206604977,0.8776189191,0.9070178325,0.855605889,2.06E-06,3.96E-10,0.8,0.9086697551,0.5964912281,0.9641853933,0.5964912281,0.8,0.6834170854,0.144394111,0.1155152888,0.1936579841,0.8543348776,0.9811404574,0.9818548387,0.9486785495
dacc-temp,agua_amarga.temp_min,smote,local,4,C5.0,34.271,0.4,0.8946175637,0.6239561975,0.8793480542,0.9085603694,0.8555240793,6.96E-07,2.86E-09,0.7960784314,0.9112582781,0.6023738872,0.9635854342,0.6023738872,0.7960784314,0.6858108108,0.1444759207,0.1150141643,0.1909348442,0.8536683548,0.9726077913,0.9798387097,0.9302182601
dacc,agua_amarga.temp_min,smote,local,1,rf,389.871,0.35,0.9093997735,0.6629907661,0.8950399365,0.9223816078,0.855605889,0,2.7893245E-05,0.7921568627,0.9291859696,0.6537216828,0.9636238847,0.6537216828,0.7921568627,0.7163120567,0.144394111,0.114382786,0.1749716874,0.8606714162,0.9976778901,1,0.9683563748
dacc,agua_amarga.temp_min,smote,all,4,glm,69.518,0.35,0.9087818697,0.6603395827,0.8943778487,0.9218092903,0.8555240793,9.74E-12,4.16E-05,0.7882352941,0.9291390728,0.6525974026,0.9629375429,0.6525974026,0.7882352941,0.7140319716,0.1444759207,0.1138810198,0.1745042493,0.8586871835,0.9822341412,0.9254032258,0.9418997848
dacc,agua_amarga.temp_min,smote,all,3,glm,52.88,0.34,0.9099660249,0.6625696686,0.8956428481,0.9229091893,0.855605889,3.36E-12,0.0001408632314,0.7843137255,0.9311714097,0.6578947368,0.962380301,0.6578947368,0.7843137255,0.7155635063,0.144394111,0.1132502831,0.1721404304,0.8577425676,0.9795610503,0.9072580645,0.9360590224
dacc,agua_amarga.temp_min,smote,local,3,C5.0,40.139,0.39,0.8963759909,0.6219087886,0.8812138128,0.9102060688,0.855605889,2.23E-07,1.07E-06,0.7725490196,0.9172733289,0.6118012422,0.959833795,0.6118012422,0.7725490196,0.6828422877,0.144394111,0.1115515289,0.1823329558,0.8449111743,0.9830767257,0.9778225806,0.9505072241
dacc,agua_amarga.temp_min,smote,all,4,C5.0,151.971,0.39,0.895184136,0.6154752021,0.879947601,0.9090919832,0.8555240793,4.79E-07,5.16E-06,0.7607843137,0.9178807947,0.6100628931,0.9578438148,0.6100628931,0.7607843137,0.6771378709,0.1444759207,0.1099150142,0.1801699717,0.8393325542,0.9825062225,0.9879032258,0.9575776207
dacc-temp,agua_amarga.temp_min,normal,all,4,glm,7.908,0.24,0.9303116147,0.7176348939,0.9174186937,0.9417504176,0.8555240793,1.02E-22,1,0.7568627451,0.959602649,0.7598425197,0.9589675711,0.7598425197,0.7568627451,0.7583497053,0.1444759207,0.1093484419,0.1439093484,0.8582326971,0.9728557014,0.7439516129,0.9738702736
dacc,agua_amarga.temp_min,smote,local,4,C5.0,50.665,0.43,0.883286119,0.5835213801,0.8673829606,0.897902076,0.8555240793,0.000376,1.67E-08,0.7568627451,0.9046357616,0.5727002967,0.9565826331,0.5727002967,0.7568627451,0.652027027,0.1444759207,0.1093484419,0.1909348442,0.8307492533,0.9774640406,0.9737903226,0.9443590532
dacc-temp,agua_amarga.temp_min,smote,local,2,rpart,11.806,0.38,0.8969422424,0.6189353827,0.8818134155,0.9107369847,0.855605889,1.51E-07,2.39E-05,0.7568627451,0.9205823958,0.6166134185,0.9573296628,0.6166134185,0.7568627451,0.6795774648,0.144394111,0.1092865232,0.1772366931,0.8387225704,0.9351595183,0.8649193548,0.9207129687
dacc,agua_amarga.temp_min,smote,local,4,glm,20.785,0.36,0.9019830028,0.6317084497,0.8871525306,0.915460908,0.8555240793,3.39E-09,0.0004699661284,0.7529411765,0.9271523179,0.6357615894,0.956937799,0.6357615894,0.7529411765,0.6894075404,0.1444759207,0.1087818697,0.1711048159,0.8400467472,0.9737525163,0.9032258065,0.9231478635
dacc,agua_amarga.temp_min,smote,all,2,C5.0,301.293,0.37,0.9003397508,0.6259276108,0.8854138401,0.9139196509,0.855605889,1.27E-08,0.0003959654,0.7490196078,0.9258769027,0.6303630363,0.956254272,0.6303630363,0.7490196078,0.6845878136,0.144394111,0.1081540204,0.1715741789,0.8374482553,0.9826376841,0.9818548387,0.9449907806
dacc,agua_amarga.temp_min,normal,all,3,C5.0,23.502,0.28,0.9201585504,0.6805166012,0.9065237015,0.9323769672,0.855605889,6.37E-17,0.613354356,0.737254902,0.9510258107,0.7175572519,0.9554521277,0.7175572519,0.737254902,0.7272727273,0.144394111,0.1064552661,0.1483578709,0.8441403563,0.9640892898,0.7842741935,0.9704887796
dacc,agua_amarga.temp_min,smote,local,2,C5.0,80.473,0.44,0.8771234428,0.5619609125,0.8608998047,0.8920819665,0.855605889,0.004856553761,2.598729218E-08,0.737254902,0.9007279947,0.5562130178,0.9530812325,0.5562130178,0.737254902,0.6340640809,0.144394111,0.1064552661,0.1913929785,0.8189914483,0.9848573468,0.9838709677,0.9486785495
dacc,agua_amarga.temp_min,normal,all,2,C5.0,175.498,0.28,0.9207248018,0.6812414103,0.9071298717,0.9329012613,0.855605889,3.25E-17,0.7998461057,0.7333333333,0.9523494375,0.722007722,0.9548772395,0.722007722,0.7333333333,0.7276264591,0.144394111,0.1058890147,0.1466591166,0.8428413854,0.9655510835,0.7842741935,0.9701905347
dacc-temp,agua_amarga.temp_min,smote,local,3,C5.0,30.802,0.35,0.9031710079,0.6281226218,0.8884179836,0.9165680551,0.855605889,1.37E-09,0.0144,0.7294117647,0.9324950364,0.6458333333,0.9533152909,0.6458333333,0.7294117647,0.6850828729,0.144394111,0.1053227633,0.1630804077,0.8309534006,0.9766347813,0.935483871,0.9495849985
dacc-temp,agua_amarga.temp_min,normal,local,1,C5.0,2.046,0.23,0.9173272933,0.6357271019,0.9034956072,0.9297527142,0.855605889,1.65E-15,5.01E-05,0.6156862745,0.9682329583,0.7658536585,0.9372197309,0.7658536585,0.6156862745,0.6826086957,0.144394111,0.08890147225,0.1160815402,0.7919596164,0.9049820995,0.752016129,0.9689708141
dacc,las_paredes.temp_min,smote,local,3,C5.0,50.869,0.35,0.8742921857,0.5794272817,0.8579233444,0.8894056964,0.8182332956,1.05E-10,0.84,0.6604361371,0.921799308,0.6523076923,0.9243580847,0.6523076923,0.6604361371,0.6563467492,0.1817667044,0.1200453001,0.1840317101,0.7911177225,0.9760749121,0.9647266314,0.9437460717
dacc,las_paredes.temp_min,smote,local,3,glm,21.147,0.33,0.8941109853,0.6692625553,0.8788167047,0.9080810939,0.8182332956,7.66E-19,5.79E-06,0.8068535826,0.9134948097,0.6744791667,0.9551374819,0.6744791667,0.8068535826,0.734751773,0.1817667044,0.1466591166,0.2174405436,0.8601741961,0.9557475526,0.8747795414,0.8972344437
dacc,las_paredes.temp_min,smote,local,3,rpart,18.715,0.33,0.8907134768,0.6571066975,0.8752248498,0.9048897979,0.8182332956,3.08E-17,2.98E-05,0.7912772586,0.9128027682,0.6684210526,0.9516594517,0.6684210526,0.7912772586,0.72467903,0.1817667044,0.1438278596,0.2151755379,0.8520400134,0.9017550219,0.8624338624,0.8937774984
dacc,las_paredes.temp_min,smote,local,4,C5.0,60.369,0.37,0.8736543909,0.5973794552,0.8572482896,0.8888066459,0.8181303116,1.62E-10,0.003214361378,0.722741433,0.9072022161,0.6338797814,0.9363831308,0.6338797814,0.722741433,0.6754002911,0.1818696884,0.1314447592,0.2073654391,0.8149718245,0.9789193956,0.9735449735,0.9500314268
dacc,las_paredes.temp_min,smote,local,4,glm,22.905,0.32,0.8957507082,0.677067154,0.8805472773,0.9096234667,0.8181303116,1.11E-19,3.64E-07,0.8224299065,0.9120498615,0.6751918159,0.9585152838,0.6751918159,0.8224299065,0.7415730337,0.1818696884,0.1495750708,0.221529745,0.867239884,0.9558118473,0.8694885362,0.8978629793
dacc,las_paredes.temp_min,smote,local,4,rpart,21.482,0.33,0.8923512748,0.6627709598,0.8769511424,0.9064326295,0.8181303116,4.97E-18,1.87E-05,0.7975077882,0.913434903,0.6719160105,0.9530346821,0.6719160105,0.7975077882,0.7293447293,0.1818696884,0.1450424929,0.2158640227,0.8554713456,0.9131689829,0.8906525573,0.8900062854
dacc,las_paredes.temp_min,smote,all,3,C5.0,147.515,0.44,0.8437146093,0.5188932341,0.8259268023,0.8603519689,0.8182332956,0.00262,6.35E-06,0.6884735202,0.878200692,0.556675063,0.926953981,0.556675063,0.6884735202,0.6155988858,0.1817667044,0.1251415629,0.224801812,0.7833371061,0.9819476176,0.9788359788,0.9443746072
dacc,las_paredes.temp_min,smote,all,3,glm,61.752,0.38,0.8816534541,0.6559160836,0.8656676378,0.8963584698,0.8182332956,2.16E-13,8.45E-19,0.8753894081,0.8830449827,0.6244444444,0.9696048632,0.6244444444,0.8753894081,0.728923476,0.1817667044,0.1591166478,0.254813137,0.8792171954,0.9620822373,0.8800705467,0.9088623507
dacc,las_paredes.temp_min,smote,all,3,rpart,51.509,0.37,0.8793884485,0.6323817714,0.8632828604,0.8942210841,0.8182332956,1.59E-12,8.63E-09,0.800623053,0.8968858131,0.6330049261,0.9529411765,0.6330049261,0.800623053,0.7070151307,0.1817667044,0.1455266138,0.2298980747,0.8487544331,0.9461887136,0.9188712522,0.9010056568
dacc,las_paredes.temp_min,smote,all,4,C5.0,179.822,0.4,0.8623229462,0.5768258908,0.8453625614,0.8780685159,0.8181303116,3.82E-07,1.09E-06,0.7414330218,0.8891966759,0.5979899497,0.9392831017,0.5979899497,0.7414330218,0.6620305981,0.1818696884,0.1348441926,0.2254957507,0.8153148489,0.9837597841,0.975308642,0.9494028913
dacc,las_paredes.temp_min,smote,all,4,glm,81.424,0.39,0.8742209632,0.633305445,0.8578436053,0.8893425175,0.8181303116,1.04E-10,4.88E-17,0.8504672897,0.879501385,0.610738255,0.9635811836,0.610738255,0.8504672897,0.7109375,0.1818696884,0.154674221,0.2532577904,0.8649843374,0.9629396839,0.8871252205,0.9091766185
dacc,las_paredes.temp_min,smote,all,4,rpart,62.695,0.36,0.8838526912,0.6453589635,0.8679800972,0.8984361159,0.8181303116,2.69E-14,1.02E-08,0.8099688474,0.9002770083,0.6435643564,0.9551800147,0.6435643564,0.8099688474,0.7172413793,0.1818696884,0.1473087819,0.2288951841,0.8551229278,0.948676251,0.9153439153,0.9022627278
dacc,las_paredes.temp_min,normal,local,3,C5.0,5.771,0.2,0.8839184598,0.5374565283,0.8680541796,0.8984940804,0.8182332956,2.7E-14,3.89E-19,0.4797507788,0.9737024221,0.8020833333,0.8939008895,0.8020833333,0.4797507788,0.6003898635,0.1817667044,0.08720271801,0.1087202718,0.7267266005,0.9225388179,0.6666666667,0.9789440603
dacc,las_paredes.temp_min,normal,local,3,glm,3.442,0.15,0.9043035108,0.6334236507,0.889620638,0.9176264122,0.8182332956,3.2E-24,1.45E-14,0.5794392523,0.9764705882,0.8454545455,0.9126778784,0.8454545455,0.5794392523,0.6876155268,0.1817667044,0.1053227633,0.1245753114,0.7779549203,0.9561948438,0.6578483245,0.9654305468
dacc,las_paredes.temp_min,normal,local,3,rpart,3.041,0.21,0.8952434881,0.6073904945,0.8800150001,0.9091438418,0.8182332956,2.13E-19,6.58E-10,0.5794392523,0.9653979239,0.7881355932,0.9117647059,0.7881355932,0.5794392523,0.6678635548,0.1817667044,0.1053227633,0.1336353341,0.7724185881,0.9185888546,0.6790123457,0.9758013828
dacc,las_paredes.temp_min,normal,local,4,C5.0,7.358,0.19,0.8849858357,0.5392824124,0.8691747105,0.8995038535,0.8181303116,9.19E-15,1.96E-20,0.476635514,0.9757617729,0.8138297872,0.8934686113,0.8138297872,0.476635514,0.6011787819,0.1818696884,0.08668555241,0.1065155807,0.7261986434,0.9235500728,0.6331569665,0.9877435575
dacc,las_paredes.temp_min,normal,local,4,glm,3.887,0.14,0.907082153,0.6437424154,0.8925695014,0.9202242284,0.8181303116,7.07E-26,3.1E-15,0.5856697819,0.978531856,0.8584474886,0.9139715395,0.8584474886,0.5856697819,0.6962962963,0.1818696884,0.1065155807,0.1240793201,0.7821008189,0.9566205186,0.6578483245,0.9663733501
dacc,las_paredes.temp_min,normal,local,4,rpart,3.11,0.19,0.9002832861,0.6239125013,0.8853494595,0.9138705289,0.8181303116,4.99E-22,1.96E-11,0.5856697819,0.9702216066,0.8138528139,0.9132985658,0.8138528139,0.5856697819,0.6811594203,0.1818696884,0.1065155807,0.130878187,0.7779456943,0.91427086,0.6384479718,0.9739157762
dacc,las_paredes.temp_min,normal,all,3,C5.0,24.31,0.18,0.8839184598,0.532080827,0.8680541796,0.8984940804,0.8182332956,2.7E-14,2.13E-21,0.4672897196,0.9764705882,0.8152173913,0.891908976,0.8152173913,0.4672897196,0.5940594059,0.1817667044,0.08493771234,0.1041902605,0.7218801539,0.9637791169,0.7001763668,0.9893148963
dacc,las_paredes.temp_min,normal,all,3,glm,11.887,0.21,0.9122310306,0.6902995291,0.8980560901,0.9250179067,0.8182332956,4.93E-29,0.002271453683,0.6978193146,0.9598615917,0.7943262411,0.9346361186,0.7943262411,0.6978193146,0.7429519071,0.1817667044,0.1268403171,0.1596828992,0.8288404532,0.9638686305,0.7107583774,0.9679446889
dacc,las_paredes.temp_min,normal,all,3,rpart,5.863,0.22,0.8884484711,0.5750358512,0.8728327375,0.9027597931,0.8182332956,3.22E-16,7.93E-12,0.5420560748,0.9653979239,0.7767857143,0.9046692607,0.7767857143,0.5420560748,0.6385321101,0.1817667044,0.09852774632,0.1268403171,0.7537269993,0.9301167169,0.7724867725,0.9842866122
dacc,las_paredes.temp_min,normal,all,4,C5.0,31.122,0.22,0.8844192635,0.5518955394,0.8685773469,0.898970042,0.8181303116,1.58E-14,2.32E-14,0.5109034268,0.9674515235,0.7772511848,0.898970399,0.7772511848,0.5109034268,0.6165413534,0.1818696884,0.09291784703,0.1195467422,0.7391774752,0.9613201241,0.7072310406,0.9773727216
dacc,las_paredes.temp_min,normal,all,4,glm,18.145,0.22,0.9042492918,0.6561671137,0.8895586103,0.9175794135,0.8181303116,3.18E-24,6.33E-05,0.6542056075,0.959833795,0.7835820896,0.9258517034,0.7835820896,0.6542056075,0.7130730051,0.1818696884,0.11898017,0.1518413598,0.8070197012,0.9662957531,0.7125220459,0.9695160277
dacc,las_paredes.temp_min,normal,all,4,rpart,7.447,0.24,0.8849858357,0.5644407003,0.8691747105,0.8995038535,0.8181303116,9.19E-15,1.07E-10,0.53894081,0.9619113573,0.7587719298,0.9037085231,0.7587719298,0.53894081,0.6302367942,0.1818696884,0.09801699717,0.1291784703,0.7504260837,0.9303777753,0.7830687831,0.9805153991
dacc,la_llave.temp_min,smote,local,3,C5.0,63.113,0.33,0.8652321631,0.6356736572,0.848415468,0.8808247423,0.7774631937,4.39E-21,1.16E-06,0.7938931298,0.8856518572,0.6652452026,0.9375481881,0.6652452026,0.7938931298,0.7238979118,0.2225368063,0.1766704417,0.2655719139,0.8397724935,0.9819658452,0.9770773639,0.9429695182
dacc,la_llave.temp_min,smote,all,4,glm,108.532,0.36,0.8634560907,0.6480511733,0.8465494299,0.8791440422,0.7773371105,2.68E-20,1.85E-17,0.8625954198,0.8637026239,0.644486692,0.9564164649,0.644486692,0.8625954198,0.7377584331,0.2226628895,0.1920679887,0.2980169972,0.8631490219,0.9632418888,0.88252149,0.9105211406
dacc,la_llave.temp_min,smote,local,3,rpart,25.565,0.32,0.885617214,0.7038629673,0.8698452707,0.9000945963,0.7774631937,4.47E-32,4.05E-19,0.9058524173,0.8798252003,0.6833013436,0.9702811245,0.6833013436,0.9058524173,0.7789934354,0.2225368063,0.201585504,0.2950169875,0.8928388088,0.9231636675,0.9197707736,0.8715175352
dacc,la_llave.temp_min,smote,local,4,C5.0,77.871,0.35,0.8583569405,0.6191754339,0.8412113658,0.8743013154,0.7773371105,4.82E-18,3.01E-07,0.786259542,0.8790087464,0.6505263158,0.9348837209,0.6505263158,0.786259542,0.7119815668,0.2226628895,0.1750708215,0.269121813,0.8326341442,0.9795308786,0.9756446991,0.9544411668
dacc-temp,la_llave.temp_min,smote,all,4,glm,57.36,0.32,0.8781869688,0.6776655502,0.8620137075,0.89309071,0.7773371105,8.97E-28,9.11E-12,0.8549618321,0.8848396501,0.6801619433,0.9551534225,0.6801619433,0.8549618321,0.7576099211,0.2226628895,0.190368272,0.2798866856,0.8699007411,0.950734364,0.8610315186,0.8885611275
dacc,la_llave.temp_min,smote,local,4,rpart,31.241,0.34,0.8736543909,0.6759129268,0.8572482896,0.8888066459,0.7773371105,2.57E-25,2.44E-20,0.893129771,0.8680758017,0.6597744361,0.9659367397,0.6597744361,0.893129771,0.7589189189,0.2226628895,0.1988668555,0.3014164306,0.8806027864,0.9317699866,0.9140401146,0.8702064897
dacc,la_llave.temp_min,smote,all,3,C5.0,191.331,0.34,0.8539071348,0.5933120183,0.8365640594,0.8700649397,0.7774631937,3.58E-16,0.0106938018,0.7251908397,0.8907501821,0.6551724138,0.9188580015,0.6551724138,0.7251908397,0.6884057971,0.2225368063,0.1613816535,0.2463193658,0.8079705109,0.9818733395,0.9799426934,0.9521468371
dacc,la_llave.temp_min,smote,all,1,rf,4231.363,0.25,0.9026047565,0.7307587987,0.8878168723,0.916038659,0.7774631937,1.3E-43,0.000187,0.844783715,0.9191551347,0.7494356659,0.9538926682,0.7494356659,0.844783715,0.7942583732,0.2225368063,0.18799547,0.2508493771,0.8819694249,0.9987475328,1,0.9718309859
dacc,la_llave.temp_min,smote,all,3,rpart,68.621,0.3,0.8890147225,0.7054708148,0.873430585,0.9032924761,0.7774631937,3.36E-34,4.25E-12,0.8753180662,0.8929351784,0.700610998,0.9615686275,0.700610998,0.8753180662,0.778280543,0.2225368063,0.194790487,0.2780294451,0.8841266223,0.9252065413,0.9025787966,0.8892166503
dacc,la_llave.temp_min,smote,all,4,C5.0,266.752,0.32,0.8662889518,0.6279265036,0.8495182195,0.8818312313,0.7773371105,1.27E-21,0.007610629492,0.7531806616,0.8986880466,0.6804597701,0.9270676692,0.6804597701,0.7531806616,0.7149758454,0.2226628895,0.1677053824,0.2464589235,0.8259343541,0.9833879446,0.9699140401,0.9514913143
dacc,la_llave.temp_min,smote,all,2,rf,10674.621,0.25,0.8975084938,0.7134345432,0.8824131502,0.9112677675,0.7774631937,6.63E-40,0.00745,0.8167938931,0.920611799,0.7465116279,0.9461077844,0.7465116279,0.8167938931,0.780072904,0.2225368063,0.1817667044,0.2434881087,0.8687028461,0.9986058275,1,0.9718217562
dacc,la_llave.temp_min,smote,all,4,rpart,85.864,0.29,0.8917847025,0.70880399,0.8763522289,0.9059003779,0.7773371105,4.83E-36,7.1E-09,0.8600508906,0.9008746356,0.7130801688,0.9573973664,0.7130801688,0.8600508906,0.7797001153,0.2226628895,0.1915014164,0.2685552408,0.8804627631,0.9334534029,0.8982808023,0.9023271059
